"no","i","region_JP","region_EN","prec_no","block_no","latitude","longitude","altitude","data_type"
1378,3,"徳佐","tokusa",81,"0767",34.3983333333333,131.725,310,"a"
1379,4,"鍋提峠","nabeteitouge",81,"0768",34.265,131.095,400,"a"
1380,5,"秋吉台","akiyoshidai",81,"0769",34.235,131.306666666667,240,"a"
1381,6,"瀬戸原","setohara",81,"0770",34.215,131.581666666667,338,"a"
1382,7,"広瀬","hirose",81,"0771",34.2616666666667,131.951666666667,97,"a"
1383,8,"豊田","toyoda",81,"0772",34.1866666666667,131.076666666667,40,"a"
1384,9,"桜山","sakurayama",81,"0773",34.1483333333333,131.218333333333,451,"a"
1385,10,"山口","yamaguchi",81,"47784",34.1616666666667,131.461666666667,18.1,"s"
1386,11,"防府","houfu",81,"0775",34.04,131.533333333333,4,"a"
1387,12,"下松","kudamatsu",81,"0776",34.01,131.871666666667,27,"a"
1388,13,"下関","shimonoseki",81,"47762",33.9483333333333,130.925,3.3,"s"
1389,14,"宇部","ube",81,"0778",33.93,131.278333333333,5,"a"
1390,15,"安下庄","anshitashou",81,"0779",33.9033333333333,132.293333333333,5,"a"
1391,16,"玖珂","kuga",81,"0913",34.095,132.075,68,"a"
1392,17,"油谷","aburatani",81,"0939",34.37,131.055,20,"a"
1393,18,"岩国","iwakuni",81,"0940",34.155,132.178333333333,41,"a"
1394,19,"周東","shuuhigashi",81,"0941",34.0883333333333,132.045,45,"a"
1395,20,"柳井","yanai",81,"0942",33.9583333333333,132.113333333333,3,"a"
1396,21,"羅漢山","rakanyama",81,"1100",34.35,132.063333333333,945,"a"
1397,22,"長野山","naganoyama",81,"1101",34.2783333333333,131.881666666667,970,"a"
1398,23,"和田","wada",81,"1261",34.1483333333333,131.735,140,"a"
1399,24,"篠生","shinonama",81,"1367",34.3033333333333,131.576666666667,205,"a"
1400,25,"鹿野","kano",81,"1614",34.225,131.815,368,"a"
1401,26,"東厚保","higashiatsushiho",81,"1620",34.1183333333333,131.181666666667,56,"a"
1402,1,"八幡","hachiman",82,"0780",33.8516666666667,130.743333333333,20,"a"
1403,2,"小倉","ogura",82,"0781",33.835,130.946666666667,3,"a"
1404,3,"行橋","yukuhashi",82,"0782",33.7133333333333,130.975,9,"a"
1405,4,"篠栗","shinokuri",82,"0783",33.6383333333333,130.545,376,"a"
1406,5,"飯塚","iizuka",82,"47809",33.6516666666667,130.693333333333,37.1,"s"
1407,6,"前原","maehara",82,"0785",33.56,130.19,5,"a"
1408,7,"福岡","fukuoka",82,"47807",33.5816666666667,130.375,2.5,"s"
1409,8,"九千部山","kyuusenbuyama",82,"0787",33.4166666666667,130.445,852,"a"
1410,9,"朝倉","asakura",82,"0788",33.405,130.695,36,"a"
1411,10,"英彦山","hidehikoyama",82,"0789",33.4883333333333,130.923333333333,823,"a"
1412,11,"久留米","kurume",82,"0790",33.3033333333333,130.493333333333,7,"a"
1413,12,"耳納山","miminouyama",82,"0791",33.2916666666667,130.625,607,"a"
1414,13,"黒木","kuroki",82,"0792",33.225,130.645,144,"a"
1415,14,"大牟田","oomuta",82,"0793",33.0066666666667,130.466666666667,40,"a"
1416,15,"宗像","munakata",82,"0943",33.8083333333333,130.538333333333,7,"a"
1417,16,"頂吉","itadakikichi",82,"0944",33.7416666666667,130.843333333333,180,"a"
1418,17,"柳川","yanagawa",82,"0945",33.16,130.403333333333,7,"a"
1419,18,"添田","soeda",82,"1046",33.5583333333333,130.855,92,"a"
1420,19,"太宰府","dazaifu",82,"1141",33.4966666666667,130.49,52,"a"
1421,20,"博多","hakata",82,"1477",33.5833333333333,130.451666666667,9,"a"
1422,21,"曽根","sone",82,"1527",33.835,130.946666666667,3,"a"
1423,22,"空港北町","kuukoukitamachi",82,"1590",33.845,131.035,7,"a"
1424,23,"早良脇山","sawarawakiyama",82,"1611",33.4883333333333,130.353333333333,83,"a"
1425,24,"東谷","azumaya",82,"1637",33.7783333333333,130.865,55,"a"
1426,25,"小呂島","shouroshima",82,"1657",33.8633333333333,130.035,49,"a"
1427,1,"中津","nakatsu",83,"0794",33.5866666666667,131.245,12,"a"
1428,2,"豊後高田","bungotakada",83,"0795",33.57,131.433333333333,5,"a"
1429,3,"武蔵","musashi",83,"0796",33.4783333333333,131.736666666667,5,"a"
1430,4,"伏木","fukuki",83,"0797",33.375,130.981666666667,420,"a"
1431,5,"日田","hita",83,"47814",33.3216666666667,130.928333333333,82.9,"s"
1432,6,"湯布院","yufuin",83,"0799",33.2533333333333,131.346666666667,435,"a"
1433,7,"大分","ooita",83,"47815",33.235,131.618333333333,4.6,"s"
1434,8,"佐賀関","sagakan",83,"0801",33.2483333333333,131.865,1,"a"
1435,9,"釈迦岳","shakagaku",83,"0802",33.1883333333333,130.891666666667,1200,"a"
1436,10,"湯平","yutaira",83,"0803",33.185,131.331666666667,805,"a"
1437,11,"温見","onken",83,"0804",33.075,131.43,591,"a"
1438,12,"犬飼","inukai",83,"0805",33.065,131.631666666667,100,"a"
1439,13,"竹田","takeda",83,"0806",32.9733333333333,131.398333333333,261,"a"
1440,14,"出羽","dewa",83,"0807",32.9683333333333,131.668333333333,473,"a"
1441,15,"佐伯","saeki",83,"0808",32.95,131.901666666667,2,"a"
1442,16,"倉木","kuraki",83,"0809",32.895,131.395,483,"a"
1443,17,"蒲江","kamakou",83,"0810",32.795,131.923333333333,2,"a"
1444,18,"院内","innai",83,"0931",33.42,131.316666666667,90,"a"
1445,19,"玖珠","kusu",83,"0932",33.2916666666667,131.155,331,"a"
1446,20,"臼杵","usuki",83,"0933",33.1316666666667,131.796666666667,30,"a"
1447,21,"耶馬渓","yaumakei",83,"0979",33.445,131.115,100,"a"
1448,22,"国見","kunimi",83,"1137",33.675,131.59,14,"a"
1449,23,"宇目","ume",83,"1142",32.845,131.675,200,"a"
1450,24,"別府","beppu",83,"1157",33.35,131.475,263,"a"
1451,25,"杵築","kitsuki",83,"1237",33.4166666666667,131.596666666667,5,"a"
1452,26,"椿ヶ鼻","tsubakihana",83,"1554",33.19,130.915,843,"a"
1453,1,"佐須奈","sasuna",84,"0811",34.64,129.4,5,"a"
1454,2,"厳原","genhara",84,"47800",34.1966666666667,129.291666666667,3.7,"s"
1455,3,"平戸","hirado",84,"47805",33.36,129.55,57.8,"s"
1456,4,"松浦","matsuura",84,"0814",33.3416666666667,129.711666666667,14,"a"
1457,5,"国見山","kunimiyama",84,"0815",33.235,129.813333333333,769,"a"
1458,6,"佐世保","sasebo",84,"47812",33.1583333333333,129.726666666667,3.9,"s"
1459,7,"大瀬戸","ooseko",84,"0817",32.9483333333333,129.631666666667,43,"a"
1460,8,"長浦岳","chouuragaku",84,"0818",32.9083333333333,129.738333333333,510,"a"
1461,9,"五家原岳","goieharagaku",84,"0819",32.9416666666667,130.076666666667,776,"a"
1462,10,"諫早","kansou",84,"0820",32.8433333333333,130.025,15,"a"
1463,11,"長崎","nagasaki",84,"47817",32.7333333333333,129.866666666667,26.9,"s"
1464,12,"雲仙岳","unzendake",84,"47818",32.7366666666667,130.261666666667,677.5,"s"
1465,13,"福江","fukue",84,"47843",32.6933333333333,128.826666666667,25.1,"s"
1466,14,"口之津","kuchiyukitsu",84,"0922",32.6116666666667,130.193333333333,13,"a"
1467,15,"島原","shimabara",84,"0962",32.76,130.361666666667,14,"a"
1468,16,"有川","arikawa",84,"1080",32.9816666666667,129.118333333333,11,"a"
1469,17,"大村","oomura",84,"1084",32.9166666666667,129.913333333333,3,"a"
1470,18,"有川","arikawa",84,"1138",32.9816666666667,129.118333333333,11,"a"
1471,19,"芦辺","ashihen",84,"1144",33.8,129.721666666667,97,"a"
1472,20,"野母崎","nohahasaki",84,"1441",32.5783333333333,129.74,190,"a"
1473,21,"深江","fukae",84,"1442",32.7266666666667,130.315,200,"a"
1474,22,"普賢岳","fugendake",84,"1446",32.75,130.285,1100,"a"
1475,23,"百花台","hyakkadai",84,"1451",32.82,130.291666666667,210,"a"
1476,24,"千々石","senishi",84,"1452",32.7866666666667,130.198333333333,20,"a"
1477,25,"鰐浦","waniura",84,"1453",34.6983333333333,129.445,63,"a"
1478,26,"石田","ishida",84,"1478",33.7483333333333,129.785,12,"a"
1479,27,"上大津","ueootsu",84,"1479",32.665,128.831666666667,77,"a"
1480,28,"小値賀","shouataiga",84,"1535",33.19,129.09,8,"a"
1481,29,"頭ヶ島","atamashima",84,"1536",33.0133333333333,129.191666666667,80,"a"
1482,30,"美津島","mizushima",84,"1538",34.285,129.33,63,"a"
1483,1,"枝去木","edakyoki",85,"0824",33.4983333333333,129.898333333333,110,"a"
1484,2,"和多田","watada",85,"0825",33.425,129.985,5,"a"
1485,3,"権現山","gongenyama",85,"0826",33.4,130.236666666667,590,"a"
1486,4,"八幡岳","hachimangaku",85,"0827",33.2816666666667,130.026666666667,761,"a"
1487,5,"佐賀","saga",85,"47813",33.265,130.305,5.5,"s"
1488,6,"白石","shiroishi",85,"0829",33.1833333333333,130.148333333333,2,"a"
1489,7,"嬉野","kino",85,"0830",33.1166666666667,129.995,81,"a"
1490,8,"多良岳","taryougaku",85,"0831",32.9716666666667,130.155,395,"a"
1491,9,"伊万里","imari",85,"1075",33.2666666666667,129.878333333333,25,"a"
1492,10,"川副","kawafuku",85,"1480",33.1483333333333,130.301666666667,2,"a"
1493,11,"唐津","karatsu",85,"1610",33.4583333333333,129.955,23,"a"
1494,12,"鳥栖","tosu",85,"1612",33.385,130.516666666667,25,"a"
1495,13,"北山","kitayama",85,"1616",33.4133333333333,130.22,339,"a"
1496,1,"鹿北","shikakita",86,"0832",33.115,130.691666666667,119,"a"
1497,2,"南小国","minamishoukoku",86,"0833",33.1033333333333,131.066666666667,448,"a"
1498,3,"岱明","taimei",86,"0834",32.915,130.511666666667,15,"a"
1499,4,"菊池","kikuchi",86,"0835",32.945,130.781666666667,83,"a"
1500,5,"鞍岳","kuragaku",86,"0836",32.95,130.918333333333,640,"a"
1501,6,"熊本","kumamoto",86,"47819",32.8133333333333,130.706666666667,37.7,"s"
1502,7,"俵山","tawarayama",86,"0838",32.85,130.976666666667,850,"a"
1503,8,"阿蘇山","asoyama",86,"47821",32.88,131.073333333333,1142.3,"s"
1504,9,"高森","takamori",86,"0840",32.8216666666667,131.125,555,"a"
1505,10,"間の谷山","manotaniyama",86,"0841",32.7066666666667,130.94,640,"a"
1506,11,"甲佐","kabutosa",86,"0842",32.645,130.81,36,"a"
1507,12,"松島","matsushima",86,"0843",32.515,130.446666666667,2,"a"
1508,13,"大金峰","taikinmine",86,"0844",32.5633333333333,130.905,1193,"a"
1509,14,"本渡","hondo",86,"0845",32.4683333333333,130.18,30,"a"
1510,15,"八代","yatsushiro",86,"0846",32.4733333333333,130.606666666667,8,"a"
1511,16,"人吉","hitoyoshi",86,"47824",32.2166666666667,130.755,145.8,"s"
1512,17,"牛深","ushibuka",86,"47838",32.1966666666667,130.026666666667,3,"s"
1513,18,"一里山","ichiriyama",86,"0850",32.2,130.64,650,"a"
1514,19,"白髪岳","shiragagaku",86,"0851",32.1716666666667,130.91,925,"a"
1515,20,"益城","mashiki",86,"0923",32.8366666666667,130.855,193,"a"
1516,21,"水俣","minamata",86,"0924",32.205,130.406666666667,6,"a"
1517,22,"多良木","taryouki",86,"0925",32.295,130.95,210,"a"
1518,23,"上","ue",86,"0926",32.225,130.905,166,"a"
1519,24,"田浦","taura",86,"0946",32.3633333333333,130.508333333333,3,"a"
1520,25,"三角","sankaku",86,"1081",32.6116666666667,130.478333333333,60,"a"
1521,26,"湯前横谷","yumaeyokotani",86,"1086",32.2633333333333,131.043333333333,665,"a"
1522,27,"茶臼峠","chausutouge",86,"1088",32.355,130.908333333333,1060,"a"
1523,28,"屋形山","yakatayama",86,"1156",32.31,130.735,780,"a"
1524,29,"五家荘","goiesou",86,"1158",32.49,130.905,580,"a"
1525,30,"阿蘇乙姫","asootsuhime",86,"1240",32.94,131.04,497,"a"
1526,31,"五木","itsuki",86,"1368",32.395,130.826666666667,310,"a"
1527,32,"山江","yamakou",86,"1435",32.3016666666667,130.746666666667,218,"a"
1528,33,"宇土","uto",86,"1580",32.7,130.656666666667,6,"a"
1529,34,"一勝地","isshouchi",86,"1581",32.245,130.645,120,"a"
1530,35,"戦山","senyama",86,"0847",32.1266666666667,130.721666666667,850,"a"
1531,36,"山都","yamamiyako",86,"1613",32.7116666666667,130.958333333333,574,"a"
1532,37,"南阿蘇","minamiaso",86,"1660",32.8316666666667,131.013333333333,393,"a"
1533,1,"高千穂","takachiho",87,"0852",32.7116666666667,131.29,350,"a"
1534,2,"大中尾","daichuuo",87,"0853",32.565,131.35,380,"a"
1535,3,"中小屋","chuushouya",87,"0854",32.565,131.396666666667,820,"a"
1536,4,"延岡","nobeoka",87,"47822",32.5816666666667,131.656666666667,19.2,"s"
1537,5,"猪原","inohara",87,"0856",32.4166666666667,131.368333333333,520,"a"
1538,6,"日向","hyuuga",87,"0857",32.4083333333333,131.6,20,"a"
1539,7,"矢櫃岳","yahitsugaku",87,"0858",32.3133333333333,131.395,964,"a"
1540,8,"高鍋","takanabe",87,"0859",32.1233333333333,131.526666666667,4,"a"
1541,9,"加久藤","kakyuufuji",87,"0860",32.0466666666667,130.81,228,"a"
1542,10,"西都","saito",87,"0861",32.0633333333333,131.413333333333,8,"a"
1543,11,"えびの","ebino",87,"0862",31.945,130.84,1150,"a"
1544,12,"小林","kobayashi",87,"0863",32,130.953333333333,276,"a"
1545,13,"野尻","nojiri",87,"0864",31.9566666666667,131.156666666667,182,"a"
1546,14,"国富","kunitomi",87,"0865",32.0066666666667,131.296666666667,66,"a"
1547,15,"宮崎","miyazaki",87,"47830",31.9383333333333,131.413333333333,9.2,"s"
1548,16,"霧島御池","kirishimaoike",87,"0867",31.8516666666667,130.948333333333,500,"a"
1549,17,"青島","aoshima",87,"0868",31.8033333333333,131.46,8,"a"
1550,18,"都城","tomishiro",87,"47829",31.73,131.081666666667,153.8,"s"
1551,19,"鰐塚山","wanitsukayama",87,"0870",31.7683333333333,131.266666666667,1082,"a"
1552,20,"油津","aburatsu",87,"47835",31.5783333333333,131.406666666667,2.9,"s"
1553,21,"串間","kushima",87,"0872",31.465,131.22,20,"a"
1554,22,"古江","kokou",87,"1135",32.7116666666667,131.82,14,"a"
1555,23,"深瀬","fukase",87,"1164",31.6366666666667,131.25,130,"a"
1556,24,"見立","kenritsu",87,"1275",32.7833333333333,131.448333333333,530,"a"
1557,25,"諸塚","shotsuka",87,"1343",32.5166666666667,131.335,150,"a"
1558,26,"西米良","nishikomeryou",87,"1345",32.2416666666667,131.151666666667,258,"a"
1559,27,"鞍岡","kuraoka",87,"1348",32.6433333333333,131.156666666667,590,"a"
1560,28,"神門","kamimon",87,"1353",32.385,131.331666666667,250,"a"
1561,29,"北方","hoppou",87,"1432",32.5616666666667,131.525,30,"a"
1562,30,"上椎葉","ueshiiba",87,"1433",32.465,131.156666666667,420,"a"
1563,31,"赤江","akakou",87,"1481",31.8766666666667,131.448333333333,6,"a"
1564,32,"都農","miyakonou",87,"1608",32.2833333333333,131.541666666667,61,"a"
1565,33,"日之影","nichiyukikage",87,"1609",32.6816666666667,131.406666666667,262,"a"
1566,34,"高原","kougen",87,"1623",31.9283333333333,131.006666666667,211,"a"
1567,35,"山田","yamada",87,"1624",31.8133333333333,131.038333333333,165,"a"
1568,36,"椎葉","shiiba",87,"1636",32.475,131.103333333333,517,"a"
1569,37,"田野","tano",87,"1663",31.8433333333333,131.308333333333,134,"a"
1570,1,"阿久根","akune",88,"47823",32.0266666666667,130.2,40.1,"s"
1571,2,"古原野","kogenya",88,"0874",32.0833333333333,130.513333333333,540,"a"
1572,3,"大口","ooguchi",88,"0875",32.0466666666667,130.626666666667,175,"a"
1573,4,"魚野越","ionoetsu",88,"0876",32.0283333333333,130.711666666667,460,"a"
1574,5,"紫尾山","murasakioyama",88,"0877",31.98,130.366666666667,1060,"a"
1575,6,"さつま柏原","satsumakashiwabara",88,"0878",31.9166666666667,130.455,59,"a"
1576,7,"中甑","nakakoshiki",88,"0879",31.835,129.866666666667,10,"a"
1577,8,"川内","kawauchi",88,"0880",31.8333333333333,130.315,5,"a"
1578,9,"溝辺","mizobe",88,"0881",31.8033333333333,130.718333333333,272,"a"
1579,10,"八重山","yaeyama",88,"0882",31.7466666666667,130.438333333333,533,"a"
1580,11,"東市来","higashiichiki",88,"0883",31.6683333333333,130.328333333333,40,"a"
1581,12,"権現ケ尾","gongenkeo",88,"0884",31.5083333333333,130.463333333333,397,"a"
1582,13,"鹿児島","kagoshima",88,"47827",31.555,130.546666666667,3.9,"s"
1583,14,"高峠","takatouge",88,"0886",31.5116666666667,130.745,520,"a"
1584,15,"加世田","kaseda",88,"0887",31.415,130.325,9,"a"
1585,16,"吉ケ別府","kichikebeppu",88,"0888",31.4616666666667,130.86,100,"a"
1586,17,"喜入","kinyuu",88,"0890",31.3866666666667,130.54,4,"a"
1587,18,"肝属川","kimozokukawa",88,"0891",31.35,130.948333333333,8,"a"
1588,19,"枕崎","makurazaki",88,"47831",31.2716666666667,130.291666666667,29.5,"s"
1589,20,"指宿","ibusuki",88,"0893",31.25,130.636666666667,5,"a"
1590,21,"甫与志岳","sukeyokokorozashigaku",88,"0894",31.255,130.955,550,"a"
1591,22,"内之浦","naiyukiura",88,"0895",31.2766666666667,131.055,8,"a"
1592,23,"種子島","tanegashima",88,"47837",30.72,130.981666666667,24.9,"s"
1593,24,"中種子","nakashushi",88,"0897",30.605,130.991666666667,234,"a"
1594,25,"上中","uenaka",88,"0898",30.4066666666667,130.901666666667,150,"a"
1595,26,"尾之間","oyukikan",88,"0899",30.235,130.555,60,"a"
1596,27,"名瀬","naze",88,"47909",28.3783333333333,129.495,2.8,"s"
1597,28,"屋久島","yakushima",88,"47836",30.385,130.658333333333,37.3,"s"
1598,29,"沖永良部","okieiryoubu",88,"47942",27.4316666666667,128.705,26.8,"s"
1599,30,"出水","shussui",88,"0934",32.0933333333333,130.351666666667,11,"a"
1600,31,"牧之原","makiyukihara",88,"0935",31.6616666666667,130.843333333333,387,"a"
1601,32,"志布志","shibushi",88,"0936",31.4783333333333,131.095,70,"a"
1602,33,"鹿屋","kanoya",88,"0937",31.3916666666667,130.863333333333,80,"a"
1603,34,"古仁屋","kohitoshiya",88,"0980",28.1433333333333,129.315,2,"a"
1604,35,"矢止岳","yashigaku",88,"1104",31.8533333333333,130.558333333333,500,"a"
1605,36,"田代","tashiro",88,"1136",31.1983333333333,130.843333333333,182,"a"
1606,37,"伊仙","isen",88,"1139",27.6766666666667,128.973333333333,44,"a"
1607,38,"輝北","terukita",88,"1146",31.5883333333333,130.855,360,"a"
1608,39,"大隅","oosumi",88,"1149",31.58,131.005,170,"a"
1609,40,"佐多","sata",88,"1161",31.0933333333333,130.69,27,"a"
1610,41,"肝付前田","kimotsukimaeda",88,"1181",31.34,130.938333333333,31,"a"
1611,42,"与論島","yoronshima",88,"1277",27.0433333333333,128.401666666667,14,"a"
1612,43,"喜界島","kikaishima",88,"1296",28.32,129.926666666667,5,"a"
1613,44,"笠利","kasari",88,"1520",28.43,129.711666666667,4,"a"
1614,45,"中之島","nakanoshima",88,"1540",29.84,129.866666666667,220,"a"
1615,46,"天城","amagi",88,"1542",27.835,128.88,2,"a"
1616,47,"霧島牧園","kirishimamakisono",88,"1625",31.885,130.82,527,"a"
1617,48,"宝島","takarajima",88,"1647",29.1516666666667,129.201666666667,33,"a"
1618,49,"諏訪之瀬島","suwayukiseshima",88,"1654",29.61,129.705,111,"a"
1619,50,"小宝島","shoutakarajima",88,"1655",29.225,129.328333333333,10,"a"
1620,51,"平島","hirashima",88,"1658",29.6833333333333,129.528333333333,97,"a"
1621,1,"奥","oku",91,"0901",26.835,128.271666666667,232,"a"
1622,2,"与那覇岳","yonahagaku",91,"0902",26.7266666666667,128.215,375,"a"
1623,3,"呉我山","kurewareyama",91,"0903",26.665,127.97,86,"a"
1624,4,"名護","nago",91,"47940",26.5933333333333,127.965,6.1,"s"
1625,5,"名嘉真","meikamakoto",91,"0905",26.5133333333333,127.913333333333,75,"a"
1626,6,"読谷","dokutani",91,"0906",26.405,127.741666666667,99,"a"
1627,7,"胡屋","koya",91,"0907",26.3266666666667,127.805,86,"a"
1628,8,"那覇","naha",91,"47936",26.2066666666667,127.686666666667,28.1,"s"
1629,9,"糸数","itokazu",91,"0909",26.1533333333333,127.765,186,"a"
1630,10,"金武","kintakeshi",91,"1064",26.4533333333333,127.858333333333,8,"a"
1631,11,"石垣島","ishigakijima",91,"47918",24.3366666666667,124.163333333333,5.7,"s"
1632,12,"伊原間","iharakan",91,"1145",24.5083333333333,124.28,15,"a"
1633,13,"伊是名","ikoremei",91,"1147",26.9483333333333,127.94,14,"a"
1634,14,"宮古島","miyakojima",91,"47927",24.7933333333333,125.278333333333,39.9,"s"
1635,15,"久米島","kumeshima",91,"47929",26.3366666666667,126.803333333333,5,"s"
1636,16,"渡嘉敷","watarikashiki",91,"1152",26.21,127.363333333333,220,"a"
1637,17,"伊良部","irabe",91,"1246",24.8266666666667,125.171666666667,10,"a"
1638,18,"多良間","taryoukan",91,"1247",24.6666666666667,124.696666666667,16,"a"
1639,19,"城辺","shirohen",91,"1248",24.7433333333333,125.41,55,"a"
1640,20,"川平","kawadaira",91,"1250",24.4666666666667,124.14,7,"a"
1641,21,"大原","oohara",91,"1251",24.265,123.871666666667,33,"a"
1642,22,"西表島","iriomotejima",91,"47917",24.4266666666667,123.765,9.9,"s"
1643,23,"与那国島","yonakunitou",91,"47912",24.4666666666667,123.01,30,"s"
1644,24,"波照間","namishoukan",91,"1354",24.055,123.766666666667,38,"a"
1645,25,"南大東（南大東島）","minamidaitou(minamidaitoushima)",91,"47945",25.8283333333333,131.228333333333,15.3,"s"
1646,26,"本部","honbu",91,"1373",26.685,127.898333333333,25,"a"
1647,27,"東","higashi",91,"1374",26.6316666666667,128.153333333333,24,"a"
1648,28,"安次嶺","antsugimine",91,"1482",26.195,127.645,3,"a"
1649,29,"鏡原","kagamihara",91,"1483",24.7816666666667,125.295,43,"a"
1650,30,"真栄里","makotosakaesato",91,"1484",24.3433333333333,124.186666666667,26,"a"
1651,31,"下地","shitaji",91,"1490",24.8266666666667,125.143333333333,8,"a"
1652,32,"仲筋","nakasuji",91,"1491",24.6533333333333,124.675,10,"a"
1653,33,"所野","tokorono",91,"1493",24.4666666666667,122.978333333333,15,"a"
1654,34,"志多阿原","kokorozashitaahara",91,"1494",24.0583333333333,123.803333333333,13,"a"
1655,35,"粟国","awakuni",91,"1515",26.5916666666667,127.24,12,"a"
1656,36,"慶良間","yoshiryoukan",91,"1516",26.1683333333333,127.293333333333,48,"a"
1657,37,"北大東","hokudaihigashi",91,"1517",25.9433333333333,131.326666666667,22,"a"
1658,38,"旧東","kyuuhigashi",91,"1518",25.8466666666667,131.263333333333,48,"a"
1659,39,"北原","kitahara",91,"1534",26.3633333333333,126.713333333333,7,"a"
1660,40,"国頭","kunigami",91,"1586",26.7283333333333,128.178333333333,8,"a"
1661,41,"宮城島","miyagishima",91,"1596",26.3633333333333,127.971666666667,100,"a"
1662,42,"盛山","jouyama",91,"1639",24.395,124.245,31,"a"
1663,43,"渡名喜","watarimeiki",91,"1651",26.3733333333333,127.141666666667,7,"a"
1664,1,"昭和","shouwa",99,"89532",-68.995,39.58,18.4,"s"
